""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	Parent	CBS1513	protein_ID	Entry	Entry name	Gene names	Gene names  (primary )	Gene names  (synonym )	Gene names  (ordered locus )	Gene names  (ORF )	Protein names	Status	Organism	Length	EC number	Gene ontology (biological process)	Gene ontology (molecular function)	Gene ontology (cellular component)	Function [CC]	Catalytic activity	Absorption	Cofactor	General annotation (ENZYME REGULATION)	Kinetics	Pathway	Redox potential	Temperature dependence	pH dependence	Subcellular location [CC]	Intramembrane	Transmembrane	Subunit structure [CC]	Interacts with	Tissue specificity
SPGP0DB00410	35.6375649645159	-1.28616523556893	0.361549545762749	-3.55736924756895	0.000374587446209622	0.00140195656757761	S_cerevisiae	SPGP0DB00410	P10174	P10174	COX7_YEAST	COX7 YMR256C YM9920.10C	COX7		YMR256C	YM9920.10C	Cytochrome c oxidase subunit 7, mitochondrial (Cytochrome c oxidase polypeptide VII)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	60		mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	cytochrome-c oxidase activity [GO:0004129]	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]	FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of COX2 and heme A of COX1 to the active site in COX1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000305|PubMed:30598554}.						PATHWAY: Energy metabolism; oxidative phosphorylation.				SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:30598554}.		"TRANSMEM 30..53;  /note=""Helical"";  /evidence=""ECO:0000269|PubMed:30598554"""	SUBUNIT: Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:7851399, PubMed:30598556, PubMed:30598554). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10775262, PubMed:10764779, PubMed:30598556, PubMed:30598554). {ECO:0000269|PubMed:10764779, ECO:0000269|PubMed:10775262, ECO:0000269|PubMed:30598554, ECO:0000269|PubMed:30598556, ECO:0000269|PubMed:7851399}.		
SPGP0DB00710	1844.90244645822	1.00938343855966	0.110692609531758	9.1187970256503	7.59628033636361e-20	2.43215180663571e-18	S_cerevisiae	SPGP0DB00710	P32829	P32829	MRE11_YEAST	MRE11 YMR224C YM9959.06C	MRE11		YMR224C	YM9959.06C	Double-strand break repair protein MRE11	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692		ascospore formation [GO:0030437]; base-excision repair [GO:0006284]; DNA double-strand break processing involved in repair via synthesis-dependent strand annealing [GO:0010791]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; double-strand break repair via break-induced replication [GO:0000727]; double-strand break repair via homologous recombination [GO:0000724]; double-strand break repair via nonhomologous end joining [GO:0006303]; intra-S DNA damage checkpoint [GO:0031573]; maintenance of DNA trinucleotide repeats [GO:0035753]; meiotic DNA double-strand break formation [GO:0042138]; meiotic DNA double-strand break formation involved in reciprocal meiotic recombination [GO:0010780]; meiotic DNA double-strand break processing [GO:0000706]; mitochondrial double-strand break repair via homologous recombination [GO:0097552]; mitotic G2 DNA damage checkpoint [GO:0007095]; nucleoside monophosphate phosphorylation [GO:0046940]; reciprocal meiotic recombination [GO:0007131]; regulation of transcription involved in meiotic cell cycle [GO:0051037]; telomere maintenance [GO:0000723]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 3'-5' exonuclease activity [GO:0008408]; double-stranded telomeric DNA binding [GO:0003691]; endodeoxyribonuclease activity [GO:0004520]; endonuclease activity [GO:0004519]; G-quadruplex DNA binding [GO:0051880]; manganese ion binding [GO:0030145]; molecular adaptor activity [GO:0060090]; single-stranded DNA endodeoxyribonuclease activity [GO:0000014]; single-stranded telomeric DNA binding [GO:0043047]; telomeric DNA binding [GO:0042162]	mitochondrion [GO:0005739]; Mre11 complex [GO:0030870]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]	FUNCTION: Involved in DNA double-strand break repair (DSBR). Possesses single-strand endonuclease activity and double-strand-specific 3'-5' exonuclease activity. Also involved in meiotic DSB processing. {ECO:0000269|PubMed:7625279, ECO:0000269|PubMed:9651580}.			COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 							SUBCELLULAR LOCATION: Nucleus.			SUBUNIT: Forms a complex with RAD50 and XRS2.	P12753; P46946; P33301	
SPGP0DB00840	8.66207157583632	1.68141077612317	0.586946582860009	2.86467427398619	0.00417438384924701	0.0121738307235363	S_cerevisiae	SPGP0DB00840	Q03652	Q03652	DML1_YEAST	DML1 YMR211W YM8261.05	DML1		YMR211W	YM8261.05	Protein DML1 (Drosophila melanogaster misato-like protein 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	475		mitochondrial genome maintenance [GO:0000002]; mitochondrion distribution [GO:0048311]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly [GO:0090307]; plasmid maintenance [GO:0006276]		cytoplasm [GO:0005737]; mitochondrion [GO:0005739]	FUNCTION: Involved in the partitioning of the mitochondrial organelle and mitochondrial DNA (mtDNA) inheritance. {ECO:0000269|PubMed:12702300}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12702300}. Mitochondrion {ECO:0000269|PubMed:12702300, ECO:0000269|PubMed:14690591}.					
SPGP0DB00900	2870.63346008132	1.02624631711814	0.0990349473544212	10.362466427588	3.67364833710339e-25	1.90211014757108e-23	S_cerevisiae	SPGP0DB00900	P16862	P16862	PFKA2_YEAST	PFK2 YMR205C YM8325.06C	PFK2		YMR205C	YM8325.06C	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	959	2.7.1.11	canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; glucose catabolic process [GO:0006007]; glycolytic process [GO:0006096]; protein homotetramerization [GO:0051289]; proton transmembrane transport [GO:1902600]; regulation of intracellular pH [GO:0051453]; vacuolar acidification [GO:0007035]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	6-phosphofructokinase activity [GO:0003872]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; fructose-6-phosphate binding [GO:0070095]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]; mRNA binding [GO:0003729]	6-phosphofructokinase complex [GO:0005945]; cell [GO:0005623]; cytoplasm [GO:0005737]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]	FUNCTION: Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis. {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:11221662, ECO:0000269|PubMed:3000145, ECO:0000269|PubMed:3007939, ECO:0000269|PubMed:40590, ECO:0000269|PubMed:6211191, ECO:0000269|PubMed:6219673, ECO:0000269|PubMed:8132627, ECO:0000269|PubMed:8663166}.	CATALYTIC ACTIVITY: Reaction=ATP + beta-D-fructose 6-phosphate = ADP + beta-D-fructose 1,6-bisphosphate + H(+); Xref=Rhea:RHEA:16109, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:32966, ChEBI:CHEBI:57634, ChEBI:CHEBI:456216; EC=2.7.1.11; Evidence={ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:6219673};		COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03184}; 		BIOPHYSICOCHEMICAL PROPERTIES:  Kinetic parameters: KM=0.24 mM for ATP (without effector) {ECO:0000269|PubMed:6219673}; KM=0.3 mM for ATP (with 1 mM AMP) {ECO:0000269|PubMed:6219673}; KM=0.31 mM for ATP (with 20 uM fructose 2,6-bisphosphate) {ECO:0000269|PubMed:6219673}; KM=1.65 mM for fructose 6-phosphate (without effector) {ECO:0000269|PubMed:6219673}; KM=0.51 mM for fructose 6-phosphate (with 1 mM AMP) {ECO:0000269|PubMed:6219673}; KM=0.11 mM for fructose 6-phosphate (with 20 uM fructose 2,6-bisphosphate) {ECO:0000269|PubMed:6219673}; 	PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 3/4. {ECO:0000255|HAMAP-Rule:MF_03184}.				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:18313953}. Mitochondrion outer membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:16962558}.			SUBUNIT: Heterooctamer of 4 alpha and 4 beta chains. {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:145942, ECO:0000269|PubMed:21241708, ECO:0000269|PubMed:2408613}.	P16861; P39940	
SPGP0DB00910	6228.52676813596	1.11440619220635	0.115037459923639	9.68733309085657	3.41324814811102e-22	1.31606133915038e-20	S_cerevisiae	SPGP0DB00910	Q03694	Q03694	INP1_YEAST	INP1 YMR204C YM8325.05C	INP1		YMR204C	YM8325.05C	Inheritance of peroxisomes protein 1	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420		peroxisome inheritance [GO:0045033]	protein binding, bridging [GO:0030674]	extrinsic component of intraperoxisomal membrane [GO:0005780]; peroxisome [GO:0005777]	FUNCTION: Required for peroxisome inheritance. {ECO:0000269|PubMed:15928207, ECO:0000269|PubMed:16678774}.										SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15928207}; Peripheral membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15928207}.			SUBUNIT: Interacts with PEX25, PEX30 and VPS1. {ECO:0000269|PubMed:15928207}.	P28795	
SPGP0DB01080	529.361391701589	1.9540070729221	0.265709376209889	7.35392593514875	1.92468407670936e-13	3.21763144263165e-12	S_cerevisiae	SPGP0DB01080	P49095	P49095	GCSP_YEAST	GCV2 GSD2 YMR189W YM9646.01	GCV2	GSD2	YMR189W	YM9646.01	Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine decarboxylase complex subunit P) (Glycine dehydrogenase (aminomethyl-transferring))	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1034	1.4.4.2	glycine decarboxylation via glycine cleavage system [GO:0019464]; one-carbon metabolic process [GO:0006730]	glycine binding [GO:0016594]; glycine dehydrogenase (decarboxylating) activity [GO:0004375]; pyridoxal phosphate binding [GO:0030170]	glycine cleavage complex [GO:0005960]; mitochondrion [GO:0005739]	FUNCTION: The glycine cleavage system (glycine decarboxylase complex) catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor; CO(2) is released and the remaining methylamine moiety is then transferred to the lipoamide cofactor of the H protein.	CATALYTIC ACTIVITY: Reaction=glycine + H(+) + N(6)-lipoyl-L-lysyl-[glycine-cleavage complex H protein] = (R)-N(6)-(S(8)-aminomethyldihydrolipoyl)-L-lysyl-[glycine-cleavage complex H protein] + CO2; Xref=Rhea:RHEA:24304, Rhea:RHEA-COMP:10494, Rhea:RHEA-COMP:10495, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57305, ChEBI:CHEBI:83099, ChEBI:CHEBI:83143; EC=1.4.4.2;		COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250}; 							SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.			SUBUNIT: Component of the glycine decarboxylase complex (GDC), which is composed of four proteins: P, T, L and H.		
SPGP0DB01130	49.8735198426715	-1.31307349473252	0.369707294460115	-3.55165698488585	0.000382813555943426	0.00143038087851686	S_cerevisiae	SPGP0DB01130	Q03233	Q03233	ADD37_YEAST	ADD37 YMR184W YM8010.14	ADD37		YMR184W	YM8010.14	Alpha1-proteinase inhibitor-degradation deficient protein 37	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198		ubiquitin-dependent ERAD pathway [GO:0030433]		cytoplasm [GO:0005737]	FUNCTION: Involved in ER-associated protein degradation (ERAD). {ECO:0000269|PubMed:12711700}.										SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.					
SPGP0DB01170	57.3075441340367	1.13525149212983	0.271438800859543	4.18234787559818	2.88514060646862e-05	0.000137808429284197	S_cerevisiae	SPGP0DB01170	P35209	P35209	SPT21_YEAST	SPT21 YMR179W YM8010.09	SPT21		YMR179W	YM8010.09	Protein SPT21	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	758		chromatin silencing at rDNA [GO:0000183]; chromatin silencing at silent mating-type cassette [GO:0030466]; chromatin silencing at telomere [GO:0006348]; regulation of transcription by RNA polymerase II [GO:0006357]		chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]	FUNCTION: Required for normal transcription at a number of loci in yeast.															
SPGP0DB01240	4992.82719999698	-1.14534506715818	0.113306896061517	-10.1083438605215	5.07346350744089e-24	2.34544147147561e-22	S_cerevisiae	SPGP0DB01240	Q03213	Q03213	HOT1_YEAST	HOT1 YMR172W YM8010.02	HOT1		YMR172W	YM8010.02	High-osmolarity-induced transcription protein 1	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	719		cellular hyperosmotic salinity response [GO:0071475]; positive regulation of ribosomal protein gene transcription by RNA polymerase II [GO:0060963]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress [GO:0061393]; RNA polymerase II preinitiation complex assembly [GO:0051123]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II general transcription initiation factor activity [GO:0016251]	nucleus [GO:0005634]	FUNCTION: Required for a complete transcriptional response to osmotic stress, through recruitment of HOG1 followed by pol II recruitment to the promoters of GPD1 and other HOG-dependent genes. {ECO:0000269|PubMed:10409737, ECO:0000269|PubMed:10722658, ECO:0000269|PubMed:11336700, ECO:0000269|PubMed:12743037}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10409737, ECO:0000269|PubMed:14562095}.			SUBUNIT: Interacts with HOG1. {ECO:0000269|PubMed:10409737, ECO:0000269|PubMed:12743037}.	P32485; P32561	
SPGP0DB01420	346.49174975426	-1.04894061827345	0.113516765802545	-9.24040260359436	2.45571473881687e-20	8.30269822702226e-19	S_cerevisiae	SPGP0DB01420	Q03792	Q03792	RIM13_YEAST	RIM13 CPL1 YMR154C YM8520.03C	RIM13	CPL1	YMR154C	YM8520.03C	Calpain-like protease 1 (EC 3.4.22.-) (Calpain-7) (Cysteine protease RIM13) (Regulator of IME2 protein 13)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	727	3.4.22.-	protein processing [GO:0016485]	calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; cysteine-type endopeptidase activity [GO:0004197]		FUNCTION: Required for the proteolytic cleavage of the transcriptional repressor RIM101 in response to alkaline ambient pH, which is necessary for sporulation and invasive growth. Probably the protease that cleaves RIM101. {ECO:0000269|PubMed:11050096, ECO:0000269|PubMed:9017390, ECO:0000269|PubMed:9928935}.													SUBUNIT: Interacts with SNF7, which may act together with RIM20 as a scaffold to recruit RIM13 to its substrate RIM101. {ECO:0000269|PubMed:11283351}.		
SPGP0DB01590	78.9994043564649	-1.24980123449809	0.237204893956995	-5.26886782835384	1.37267753869904e-07	9.99825657407718e-07	S_cerevisiae	SPGP0DB01590	P40208	P40208	GID8_YEAST	GID8 DCR1 YMR135C YM9375.04C	GID8	DCR1	YMR135C	YM9375.04C	Glucose-induced degradation protein 8 (Dosage-dependent cell cycle regulator 1)	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455		cell cycle [GO:0007049]; negative regulation of gluconeogenesis [GO:0045721]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; traversing start control point of mitotic cell cycle [GO:0007089]		cytoplasm [GO:0005737]; GID complex [GO:0034657]; nucleus [GO:0005634]	FUNCTION: Required for the adaptation to the presence of glucose in the growth medium; mediates the degradation of enzymes involved in gluconeogenesis when cells are shifted to glucose-containing medium (PubMed:12686616). Required for proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBP1) (PubMed:12686616). Required also for cell cycle progression. Positively controls G1 and the timing of START (PubMed:15590836). {ECO:0000269|PubMed:12686616, ECO:0000269|PubMed:15590836}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm {ECO:0000269|PubMed:14562095}.			SUBUNIT: Identified in the GID complex. In the absence of glucose, the complex contains VID30/GID1, the E3 ubiquitin-ligase RMD5/GID2, VID28/GID5, GID7, GID8, and FYV10/GID9. When cells are shifted to glucose-containing medium, VID24/GID4 is induced and becomes part of the complex (PubMed:22645139). Within the GID complex, interacts directly with VID30/GID1, RMD5/GID2 and FYV10/GID9 (PubMed:22645139). {ECO:0000269|PubMed:22645139}.	P53076	
SPGP0DB01600	392.514254730804	1.38653107707457	0.216136983363849	6.4150570415821	1.40770143502408e-10	1.67831351352016e-09	S_cerevisiae	SPGP0DB01600	P40207	P40207	YM17_YEAST	YMR134W YM9375.03			YMR134W	YM9375.03	Uncharacterized protein YMR134W	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237		cellular iron ion homeostasis [GO:0006879]; ergosterol biosynthetic process [GO:0006696]; mitochondrion organization [GO:0007005]		cell [GO:0005623]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; nuclear envelope [GO:0005635]											SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.		"TRANSMEM 36..56;  /note=""Helical"";  /evidence=""ECO:0000255"""		P46956	
SPGP0DB01610	89.9001429862024	1.16791676300434	0.316782256703911	3.68681243437181	0.000227080601014177	0.000892658275830567	S_cerevisiae	SPGP0DB01610	P32841	P32841	RE114_YEAST	REC114 YMR133W YM9375.02	REC114		YMR133W	YM9375.02	Meiotic recombination protein REC114	reviewed	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	428		meiotic DNA double-strand break formation [GO:0042138]; reciprocal meiotic recombination [GO:0007131]		condensed nuclear chromosome [GO:0000794]	FUNCTION: Required for the production of double-strand breaks (DSBs) in meiotic recombination initiation; not required for mitosis. Plays a role in activation of the DSB nuclease SPO11 at recombination hotspots. Prevents accumulation of meiotic double strand break intermediates and is needed for the proper timing of the first meiotic division. Component of the MER2-MEI4-REC114 complex which seems to be required for meiotic double-strand break (DSB) formation. {ECO:0000269|PubMed:10526232, ECO:0000269|PubMed:15655113, ECO:0000269|PubMed:16783010, ECO:0000269|PubMed:9177999}.										SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16783010}. Chromosome {ECO:0000269|PubMed:16783010}. Note=Localizes to chromosomes.			SUBUNIT: Interacts with MEI4, MER2 and REC104. Component of the MER2-MEI4-REC114 complex. {ECO:0000269|PubMed:14992724, ECO:0000269|PubMed:16783010}.	P29467; P21651	
